Position;step;solution;Set;raw;diff;logdiff;abwpro;logabwpro;diffsq;logdiffsq
Polishing tunnel (Whips);Polishing;DS5000;S2;0.17365;0.01275;0.033118744;0.079241765;-1.101045859;0.000162563;0.001096851
Splitting saw;Polishing;DS5000;S2;0.0078;5.00E-05;0.0027929;0.006451613;-2.190331698;2.50E-09;7.80E-06
Sticking;Polishing;DS5000;S2;0.00595;0.000375;0.026543564;0.059288538;-1.227029262;1.41E-07;0.000704561
Truck (Gloves);Polishing;DS5000;S2;0.134775;0.019975;0.069667452;0.173998258;-0.7594551;0.000399001;0.004853554
Truck (Wall);Polishing;DS5000;S2;0.001775;0.001025;0.374137094;1.366666667;0.135662602;1.05E-06;0.139978565
Unknown;Polishing;DS5000;S2;0.206725;0.0004;0.000839521;0.001931201;-2.71417253;1.60E-07;7.05E-07
Anal Swab;Evisceration;DS5000;S2;0.001425;0.0003;0.082974235;0.173913043;-0.759667845;9.00E-08;0.006884724
Classification (Gloves);Evisceration;DS5000;S2;0.0332;0.002625;0.035771618;0.085854456;-1.066237158;6.89E-06;0.001279609
Classification (Railing);Evisceration;DS5000;S2;0.214925;0.01505;0.029393692;0.065441896;-1.184144128;0.000226503;0.000863989
Cooling chamber (Wall_A);Evisceration;DS5000;S2;0.0001;0.00035;0.653212514;0.777777778;-0.109144469;1.23E-07;0.426686588
Evisceration (Aprons);Evisceration;DS5000;S2;0.0089;0.001125;0.058689609;0.144694534;-0.839547875;1.27E-06;0.00344447
Evisceration (Gloves);Evisceration;DS5000;S2;0.008325;0.00055;0.02778412;0.061971831;-1.207805672;3.03E-07;0.000771957
Evisceration (Knifes);Evisceration;DS5000;S2;0.00485;0.000775;0.075614126;0.190184049;-0.720825911;6.01E-07;0.005717496
Lock (Hands_A);Evisceration;DS5000;S2;0.002975;0.001025;0.183452359;0.525641026;-0.279310746;1.05E-06;0.033654768
Lock (Shoes_A);Evisceration;DS5000;S2;0.005325;0.001125;0.103070322;0.267857143;-0.572096768;1.27E-06;0.010623491
Polishing tunnel (Nozzles);Evisceration;DS5000;S2;0.0199;0.00055;0.011840236;0.026894866;-1.570330623;3.03E-07;0.000140191
Polishing tunnel (Water);Evisceration;DS5000;S2;0.0866;0.02245;0.100107778;0.205868867;-0.686409325;0.000504003;0.010021567
Polishing tunnel (Whips);Evisceration;DS5000;S2;0.1811;0.017025;0.042876037;0.103763523;-0.983955292;0.000289851;0.001838355
Splitting saw;Evisceration;DS5000;S2;0.00785;0.0004;0.021584292;0.048484848;-1.314393957;1.60E-07;0.000465882
Sticking;Evisceration;DS5000;S2;0.004125;5.00E-05;0.00529634;0.012269939;-1.911157609;2.50E-09;2.81E-05
Truck (Gloves);Evisceration;DS5000;S2;0.16575;0.0025;0.006501536;0.014858841;-1.828015064;6.25E-06;4.23E-05
Truck (Wall);Evisceration;DS5000;S2;0.0032;0.0012;0.204119983;0.6;-0.22184875;0.00000144;0.041664967
Unknown;Evisceration;DS5000;S2;0.25145;0.0172;0.03077204;0.073425827;-1.134151153;0.00029584;0.000946918
Anal Swab;Classification;DS5000;S2;0.000425;0.000475;0.325853579;0.527777778;-0.2775489;2.26E-07;0.106180555
Classification (Gloves);Classification;DS5000;S2;0.04545;0.005975;0.061211749;0.151361621;-0.819984229;3.57E-05;0.003746878
Classification (Railing);Classification;DS5000;S2;0.188775;0.04235;0.087902445;0.183234181;-0.73699351;0.001793523;0.00772684
Cooling chamber (Wall_A);Classification;DS5000;S2;0.0007;0.00025;0.191885526;0.555555556;-0.255272505;6.25E-08;0.036820055
Evisceration (Aprons);Classification;DS5000;S2;0.007325;0.00205;0.142585165;0.388625592;-0.410468603;4.20E-06;0.020330529
Evisceration (Gloves);Classification;DS5000;S2;0.01295;0.006075;0.167054897;0.319316689;-0.495778383;3.69E-05;0.027907339
Evisceration (Knifes);Classification;DS5000;S2;0.0037;0.0006;0.07684003;0.193548387;-0.713210443;0.00000036;0.00590439
Lock (Hands_A);Classification;DS5000;S2;0.00325;0.00145;0.256610856;0.805555556;-0.093904503;2.10E-06;0.065849131
Lock (Shoes_A);Classification;DS5000;S2;0.0056;5.00E-05;0.003895044;0.009009009;-2.045322979;2.50E-09;1.52E-05
Polishing tunnel (Nozzles);Classification;DS5000;S2;0.021875;0.00945;0.155943018;0.301675978;-0.520459271;8.93E-05;0.024318225
Polishing tunnel (Water);Classification;DS5000;S2;0.119375;0.0071;0.025091303;0.056137577;-1.250746339;5.04E-05;0.000629574
Polishing tunnel (Whips);Classification;DS5000;S2;0.1459;0.0196;0.062651941;0.155186065;-0.809147279;0.00038416;0.003925266
Splitting saw;Classification;DS5000;S2;0.00685;0.000225;0.014035873;0.03180212;-1.497543926;5.06E-08;0.000197006
Sticking;Classification;DS5000;S2;0.003075;0.00265;0.269930371;0.462882096;-0.334529617;7.02E-06;0.072862405
Truck (Gloves);Classification;DS5000;S2;0.1936;0.007625;0.017450786;0.041000134;-1.387214719;5.81E-05;0.00030453
Truck (Wall);Classification;DS5000;S2;0.00655;0.0022;0.177752043;0.505747126;-0.296066576;0.00000484;0.031595789
Unknown;Classification;DS5000;S2;0.2346;0.028525;0.056302699;0.138420478;-0.858799655;0.000813676;0.003169994
Anal Swab;Truck;DS5000;S2;0.0007;0.00025;0.132625565;0.263157895;-0.579783597;6.25E-08;0.017589541
Classification (Gloves);Truck;DS5000;S2;0.0345;0.002975;0.039164;0.094369548;-1.025168125;8.85E-06;0.001533819
Classification (Railing);Truck;DS5000;S2;0.176325;0.02225;0.051610679;0.112048344;-0.950594556;0.000495063;0.002663662
Cooling chamber (Wall_A);Truck;DS5000;S2;0.0029;0.0016;0.348454646;1.230769231;0.09017663;0.00000256;0.12142064
Evisceration (Aprons);Truck;DS5000;S2;0.021875;0.0044;0.097530877;0.251788269;-0.598964508;0.00001936;0.009512272
Evisceration (Gloves);Truck;DS5000;S2;0.011625;0.004425;0.208060465;0.614583333;-0.211419221;1.96E-05;0.043289157
Evisceration (Knifes);Truck;DS5000;S2;0.008675;0.004475;0.315020193;1.06547619;0.027543749;2.00E-05;0.099237722
Lock (Hands_A);Truck;DS5000;S2;0.004925;0.0007;0.057716292;0.124444444;-0.905024487;0.00000049;0.00333117
Lock (Shoes_A);Truck;DS5000;S2;0.00925;0.00365;0.217953706;0.651785714;-0.185895163;1.33E-05;0.047503818
Polishing tunnel (Nozzles);Truck;DS5000;S2;0.014375;0.00055;0.016306486;0.036850921;-1.43355165;3.03E-07;0.000265902
Polishing tunnel (Water);Truck;DS5000;S2;0.103925;0.010725;0.042654026;0.093545573;-1.028976758;0.000115026;0.001819366
Polishing tunnel (Whips);Truck;DS5000;S2;0.07275;0.007975;0.050425576;0.123118487;-0.90967673;6.36E-05;0.002542739
Splitting saw;Truck;DS5000;S2;0.0087;0.001325;0.061565129;0.132169576;-0.878868503;1.76E-06;0.003790265
Sticking;Truck;DS5000;S2;0.0075;0.0005;0.029963223;0.071428571;-1.146128036;0.00000025;0.000897795
Truck (Gloves);Truck;DS5000;S2;0.153475;0.007075;0.020496565;0.048326503;-1.315814633;5.01E-05;0.000420109
Truck (Wall);Truck;DS5000;S2;0.00405;0.00075;0.073786214;0.15625;-0.806179974;5.63E-07;0.005444405
Unknown;Truck;DS5000;S2;0.36445;0.000525;0.000625163;0.001438455;-2.842103814;2.76E-07;3.91E-07
Anal Swab;Singeing;DS5000;S3;0.0026;0.00045;0.082534888;0.209302326;-0.679225946;2.03E-07;0.006812008
Classification (Gloves);Singeing;DS5000;S3;0.02945;0.002275;0.034915746;0.083716651;-1.077188152;5.18E-06;0.001219109
Classification (Railing);Singeing;DS5000;S3;0.084425;0.000875;0.004524615;0.010472771;-1.979938401;7.66E-07;2.05E-05
Cooling chamber (Wall_A);Singeing;DS5000;S3;0.00065;0.0005;0.636822098;3.333333333;0.522878745;0.00000025;0.405542384
Evisceration (Aprons);Singeing;DS5000;S3;0.010725;0.000125;0.005032437;0.011520737;-1.938519725;1.56E-08;2.53E-05
Evisceration (Gloves);Singeing;DS5000;S3;0.010475;0.0006;0.025616927;0.060759494;-1.216385854;0.00000036;0.000656227
Evisceration (Knifes);Singeing;DS5000;S3;0.004525;0.000525;0.047672795;0.103960396;-0.983132075;2.76E-07;0.002272695
Lock (Hands_A);Singeing;DS5000;S3;0.0036;0.000425;0.054558771;0.133858268;-0.8733548;1.81E-07;0.00297666
Lock (Shoes_A);Singeing;DS5000;S3;0.004375;0.003025;0.228253662;0.408783784;-0.388506341;9.15E-06;0.052099734
Polishing tunnel (Nozzles);Singeing;DS5000;S3;0.00865;0.001475;0.081194202;0.205574913;-0.687029885;2.18E-06;0.006592498
Polishing tunnel (Water);Singeing;DS5000;S3;0.354725;0.043075;0.049772981;0.108283057;-0.965439493;0.001855456;0.00247735
Polishing tunnel (Whips);Singeing;DS5000;S3;0.0158;0.004275;0.103998467;0.212951432;-0.671719435;1.83E-05;0.010815681
Splitting saw;Singeing;DS5000;S3;0.00625;0.000725;0.047664195;0.103942652;-0.983206205;5.26E-07;0.002271875
Sticking;Singeing;DS5000;S3;0.0078;0.000475;0.0256734;0.057401813;-1.241074393;2.26E-07;0.000659123
Truck (Gloves);Singeing;DS5000;S3;0.0672;0.010975;0.077439809;0.195197866;-0.709524935;0.000120451;0.005996924
Truck (Wall);Singeing;DS5000;S3;0.00695;0.00285;0.229200948;0.695121951;-0.157938997;8.12E-06;0.052533075
Unknown;Singeing;DS5000;S3;0.3818;0.0318;0.03776788;0.090857143;-1.041640924;0.00101124;0.001426413
Anal Swab;Polishing;DS5000;S3;0.0018;0.000775;0.155504728;0.300970874;-0.521475531;6.01E-07;0.024181721
Classification (Gloves);Polishing;DS5000;S3;0.034675;0.009575;0.140342748;0.381474104;-0.418534939;9.17E-05;0.019696087
Classification (Railing);Polishing;DS5000;S3;0.1716;0.0508;0.112617499;0.228417266;-0.641271071;0.00258064;0.012682701
Cooling chamber (Wall_A);Polishing;DS5000;S3;0.000275;0.0001;0.196294645;0.571428571;-0.243038049;0.00000001;0.038531588
Evisceration (Aprons);Polishing;DS5000;S3;0.005525;0.000275;0.021095711;0.047413793;-1.3240953;7.56E-08;0.000445029
Evisceration (Gloves);Polishing;DS5000;S3;0.007875;0.001;0.051917799;0.112676056;-0.948168362;1.00E-06;0.002695458
Evisceration (Knifes);Polishing;DS5000;S3;0.00295;0.00015;0.022663985;0.053571429;-1.271066772;2.25E-08;0.000513656
Lock (Hands_A);Polishing;DS5000;S3;0.001325;0.00025;0.090807414;0.23255814;-0.633468456;6.25E-08;0.008245986
Lock (Shoes_A);Polishing;DS5000;S3;0.00395;0.000125;0.013530517;0.030674847;-1.5132176;1.56E-08;0.000183075
Polishing tunnel (Nozzles);Polishing;DS5000;S3;0.01895;0.01035;0.189258406;0.353242321;-0.451927271;0.000107123;0.035818744
Polishing tunnel (Water);Polishing;DS5000;S3;0.182075;0.0181;0.041159519;0.090420882;-1.043731262;0.00032761;0.001694106
Polishing tunnel (Whips);Polishing;DS5000;S3;0.17845;0.01755;0.044960508;0.109073959;-0.962278923;0.000308003;0.002021447
Splitting saw;Polishing;DS5000;S3;0.0106;0.00285;0.136004163;0.367741935;-0.434456842;8.12E-06;0.018497132
Sticking;Polishing;DS5000;S3;0.00445;0.001875;0.152700519;0.296442688;-0.528059258;3.52E-06;0.023317448
Truck (Gloves);Polishing;DS5000;S3;0.1557;0.0409;0.132346725;0.356271777;-0.44821858;0.00167281;0.017515655
Truck (Wall);Polishing;DS5000;S3;0.001575;0.000825;0.322219295;1.1;0.041392685;6.81E-07;0.103825274
Unknown;Polishing;DS5000;S3;0.218225;0.0111;0.022671981;0.053590827;-1.270909543;0.00012321;0.000514019
Anal Swab;Evisceration;DS5000;S3;0.0012;0.000525;0.157607853;0.304347826;-0.516629796;2.76E-07;0.024840235
Classification (Gloves);Evisceration;DS5000;S3;0.039975;0.0094;0.116422007;0.30744072;-0.512238612;8.84E-05;0.013554084
Classification (Railing);Evisceration;DS5000;S3;0.19435;0.035625;0.073096083;0.154908142;-0.809925755;0.001269141;0.005343037
Cooling chamber (Wall_A);Evisceration;DS5000;S3;0.00055;0.0001;0.087150176;0.222222222;-0.653212514;0.00000001;0.007595153
Evisceration (Aprons);Evisceration;DS5000;S3;0.0083;0.000525;0.028377695;0.067524116;-1.170541094;2.76E-07;0.000805294
Evisceration (Gloves);Evisceration;DS5000;S3;0.01;0.001125;0.051831638;0.126760563;-0.897015839;1.27E-06;0.002686519
Evisceration (Knifes);Evisceration;DS5000;S3;0.00425;0.000175;0.018261317;0.042944785;-1.367089564;3.06E-08;0.000333476
Lock (Hands_A);Evisceration;DS5000;S3;0.00195;0;0;0;NA;0;0
Lock (Shoes_A);Evisceration;DS5000;S3;0.00385;0.00035;0.037788561;0.083333333;-1.079181246;1.23E-07;0.001427975
Polishing tunnel (Nozzles);Evisceration;DS5000;S3;0.016175;0.004275;0.101849023;0.209046455;-0.679757193;1.83E-05;0.010373223
Polishing tunnel (Water);Evisceration;DS5000;S3;0.087275;0.021775;0.096735812;0.199679046;-0.699667506;0.000474151;0.009357817
Polishing tunnel (Whips);Evisceration;DS5000;S3;0.15415;0.009925;0.027098884;0.060490629;-1.218311897;9.85E-05;0.00073435
Splitting saw;Evisceration;DS5000;S3;0.00885;0.0006;0.030489322;0.072727273;-1.138302698;0.00000036;0.000929599
Sticking;Evisceration;DS5000;S3;0.002125;0.00195;0.282768679;0.478527607;-0.320093002;3.80E-06;0.079958126
Truck (Gloves);Evisceration;DS5000;S3;0.19725;0.029;0.069061939;0.172362556;-0.763557075;0.000841;0.004769551
Truck (Wall);Evisceration;DS5000;S3;0.00265;0.00065;0.122215878;0.325;-0.488116639;4.23E-07;0.014936721
Unknown;Evisceration;DS5000;S3;0.2671;0.03285;0.056994288;0.140234792;-0.853144226;0.001079123;0.003248349
Anal Swab;Classification;DS5000;S3;0.000325;0.000575;0.442359148;0.638888889;-0.194574665;3.31E-07;0.195681616
Classification (Gloves);Classification;DS5000;S3;0.04225;0.002775;0.029504575;0.070297657;-1.153059151;7.70E-06;0.00087052
Classification (Railing);Classification;DS5000;S3;0.188725;0.0424;0.08801749;0.183450514;-0.736481068;0.00179776;0.007747079
Cooling chamber (Wall_A);Classification;DS5000;S3;0.000675;0.000225;0.176091259;0.5;-0.301029996;5.06E-08;0.031008132
Evisceration (Aprons);Classification;DS5000;S3;0.00515;0.000125;0.010415235;0.023696682;-1.625312451;1.56E-08;0.000108477
Evisceration (Gloves);Classification;DS5000;S3;0.01665;0.002375;0.057910428;0.124835742;-0.903661051;5.64E-06;0.003353618
Evisceration (Knifes);Classification;DS5000;S3;0.00275;0.00035;0.052029;0.112903226;-0.947293649;1.23E-07;0.002707017
Lock (Hands_A);Classification;DS5000;S3;0.002925;0.001125;0.210853365;0.625;-0.204119983;1.27E-06;0.044459142
Lock (Shoes_A);Classification;DS5000;S3;0.00395;0.0016;0.147695887;0.288288288;-0.540173;0.00000256;0.021814075
Polishing tunnel (Nozzles);Classification;DS5000;S3;0.022725;0.0086;0.139387188;0.274541101;-0.561392628;0.00007396;0.019428788
Polishing tunnel (Water);Classification;DS5000;S3;0.1189;0.007575;0.026822833;0.05989326;-1.222622051;5.74E-05;0.000719464
Polishing tunnel (Whips);Classification;DS5000;S3;0.12425;0.00205;0.007106953;0.016231196;-1.789649489;4.20E-06;5.05E-05
Splitting saw;Classification;DS5000;S3;0.0064;0.000675;0.04354647;0.09540636;-1.020422671;4.56E-07;0.001896295
Sticking;Classification;DS5000;S3;0.00295;0.002775;0.287953475;0.484716157;-0.314512504;7.70E-06;0.082917204
Truck (Gloves);Classification;DS5000;S3;0.224;0.038025;0.080793451;0.204462965;-0.689385345;0.001445901;0.006527582
Truck (Wall);Classification;DS5000;S3;0.0033;0.00105;0.119975317;0.24137931;-0.617299958;1.10E-06;0.014394077
Unknown;Classification;DS5000;S3;0.234075;0.028;0.055329724;0.135872862;-0.866867277;0.000784;0.003061378
Anal Swab;Truck;DS5000;S3;0.00065;0.0003;0.164810249;0.315789474;-0.500602351;0.00000009;0.027162418
Classification (Gloves);Truck;DS5000;S3;0.045875;0.01435;0.162920982;0.45519429;-0.341803194;0.000205923;0.026543246
Classification (Railing);Truck;DS5000;S3;0.1627;0.035875;0.086537018;0.180662218;-0.743132661;0.001287016;0.007488656
Cooling chamber (Wall_A);Truck;DS5000;S3;0.00215;0.00085;0.218495108;0.653846154;-0.184524427;7.23E-07;0.047740112
Evisceration (Aprons);Truck;DS5000;S3;0.01585;0.001625;0.042387918;0.092989986;-1.031563819;2.64E-06;0.001796736
Evisceration (Gloves);Truck;DS5000;S3;0.009475;0.002275;0.119246722;0.315972222;-0.500351095;5.18E-06;0.014219781
Evisceration (Knifes);Truck;DS5000;S3;0.00655;0.00235;0.19299201;0.55952381;-0.252181428;5.52E-06;0.037245916
Lock (Hands_A);Truck;DS5000;S3;0.0068;0.001175;0.082386386;0.208888889;-0.68008466;1.38E-06;0.006787517
Lock (Shoes_A);Truck;DS5000;S3;0.00605;0.00045;0.033567348;0.080357143;-1.094975513;2.03E-07;0.001126767
Polishing tunnel (Nozzles);Truck;DS5000;S3;0.019025;0.0041;0.105410326;0.274706868;-0.561130483;0.00001681;0.011111337
Polishing tunnel (Water);Truck;DS5000;S3;0.105775;0.008875;0.034991025;0.077409507;-1.111205697;7.88E-05;0.001224372
Polishing tunnel (Whips);Truck;DS5000;S3;0.07405;0.009275;0.058117641;0.143187958;-0.844093503;8.60E-05;0.00337766
Splitting saw;Truck;DS5000;S3;0.009575;0.00045;0.019945599;0.044887781;-1.347871868;2.03E-07;0.000397827
Sticking;Truck;DS5000;S3;0.00795;0.00095;0.055269089;0.135714286;-0.867374435;9.03E-07;0.003054672
Truck (Gloves);Truck;DS5000;S3;0.1564;0.01;0.028695672;0.068306011;-1.165541077;0.0001;0.000823442
Truck (Wall);Truck;DS5000;S3;0.006275;0.001475;0.116372493;0.307291667;-0.512449217;2.18E-06;0.013542557
Unknown;Truck;DS5000;S3;0.36485;0.000125;0.000148767;0.000342489;-3.465353104;1.56E-08;2.21E-08
Anal Swab;Singeing;DS7712;S1;0.003025;0.000875;0.148286919;0.406976744;-0.390430407;7.66E-07;0.02198901
Classification (Gloves);Singeing;DS7712;S1;0.018525;0.00865;0.166411336;0.318307268;-0.497153445;7.48E-05;0.027692733
Classification (Railing);Singeing;DS7712;S1;0.094225;0.010675;0.052219692;0.127767804;-0.893578571;0.000113956;0.002726896
Cooling chamber (Wall_A);Singeing;DS7712;S1;0.0004;0.00025;0.425968732;1.666666667;0.22184875;6.25E-08;0.181449361
Evisceration (Aprons);Singeing;DS7712;S1;0.010825;2.50E-05;0.001001833;0.002304147;-2.63748973;6.25E-10;1.00E-06
Evisceration (Gloves);Singeing;DS7712;S1;0.007525;0.00235;0.1180306;0.237974684;-0.623469242;5.52E-06;0.013931223
Evisceration (Knifes);Singeing;DS7712;S1;0.004425;0.000625;0.057378103;0.123762376;-0.907411361;3.91E-07;0.003292247
Lock (Hands_A);Singeing;DS7712;S1;0.0023;0.000875;0.140015894;0.275590551;-0.559735677;7.66E-07;0.01960445
Lock (Shoes_A);Singeing;DS7712;S1;0.00725;0.00015;0.008893713;0.02027027;-1.693140461;2.25E-08;7.91E-05
Polishing tunnel (Nozzles);Singeing;DS7712;S1;0.00625;0.000925;0.059941888;0.128919861;-0.889680173;8.56E-07;0.00359303
Polishing tunnel (Water);Singeing;DS7712;S1;0.368125;0.029675;0.033669467;0.074597788;-1.127274051;0.000880606;0.001133633
Polishing tunnel (Whips);Singeing;DS7712;S1;0.019575;0.0005;0.010953783;0.0249066;-1.60368555;0.00000025;0.000119985
Splitting saw;Singeing;DS7712;S1;0.00695;2.50E-05;0.001559407;0.003584229;-2.445604203;6.25E-10;2.43E-06
Sticking;Singeing;DS7712;S1;0.0087;0.000425;0.02175125;0.051359517;-1.289379072;1.81E-07;0.000473117
Truck (Gloves);Singeing;DS7712;S1;0.073525;0.0173;0.116505569;0.307692308;-0.511883361;0.00029929;0.013573548
Truck (Wall);Singeing;DS7712;S1;0.00585;0.00175;0.154372009;0.426829268;-0.369745808;3.06E-06;0.023830717
Unknown;Singeing;DS7712;S1;0.362525;0.012525;0.015269917;0.035785714;-1.44629031;0.000156876;0.00023317
Anal Swab;Polishing;DS7712;S1;0.00175;0.000825;0.167739185;0.32038835;-0.494323285;6.81E-07;0.028136434
Classification (Gloves);Polishing;DS7712;S1;0.02835;0.00325;0.052879342;0.129482072;-0.887790361;1.06E-05;0.002796225
Classification (Railing);Polishing;DS7712;S1;0.216525;0.005875;0.011626736;0.026416367;-1.578126912;3.45E-05;0.000135181
Cooling chamber (Wall_A);Polishing;DS7712;S1;0.0002;0.000025;0.057991947;0.142857143;-0.84509804;6.25E-10;0.003363066
Evisceration (Aprons);Polishing;DS7712;S1;0.0061;0.0003;0.021901841;0.051724138;-1.286306739;9.00E-08;0.000479691
Evisceration (Gloves);Polishing;DS7712;S1;0.00915;0.000275;0.013252732;0.030985915;-1.508835668;7.56E-08;0.000175635
Evisceration (Knifes);Polishing;DS7712;S1;0.001825;0.000975;0.185895163;0.348214286;-0.458153416;9.51E-07;0.034557011
Lock (Hands_A);Polishing;DS7712;S1;0.000825;0.00025;0.114954516;0.23255814;-0.633468456;6.25E-08;0.013214541
Lock (Shoes_A);Polishing;DS7712;S1;0.003375;0.0007;0.081853836;0.171779141;-0.765029573;0.00000049;0.00670005
Polishing tunnel (Nozzles);Polishing;DS7712;S1;0.01545;0.01385;0.277939137;0.472696246;-0.325417847;0.000191823;0.077250164
Polishing tunnel (Water);Polishing;DS7712;S1;0.166425;0.03375;0.080191272;0.168602473;-0.77313606;0.001139063;0.00643064
Polishing tunnel (Whips);Polishing;DS7712;S1;0.15115;0.00975;0.027147893;0.060596644;-1.217551428;9.51E-05;0.000737008
Splitting saw;Polishing;DS7712;S1;0.009975;0.002225;0.109611202;0.287096774;-0.541971687;4.95E-06;0.012014616
Sticking;Polishing;DS7712;S1;0.00645;0.000125;0.008499185;0.019762846;-1.704150517;1.56E-08;7.22E-05
Truck (Gloves);Polishing;DS7712;S1;0.1539;0.0391;0.127296732;0.340592334;-0.467765131;0.00152881;0.016204458
Truck (Wall);Polishing;DS7712;S1;0.0014;0.00065;0.271066772;0.866666667;-0.062147907;4.23E-07;0.073477195
Unknown;Polishing;DS7712;S1;0.22715;0.020025;0.04008022;0.096680748;-1.014659997;0.000401001;0.001606424
Anal Swab;Evisceration;DS7712;S1;0.00065;0.001075;0.423875743;0.623188406;-0.205380635;1.16E-06;0.179670645
Classification (Gloves);Evisceration;DS7712;S1;0.032175;0.0016;0.02215209;0.052330335;-1.281246483;0.00000256;0.000490715
Classification (Railing);Evisceration;DS7712;S1;0.21335;0.016625;0.03258798;0.072290466;-1.140918974;0.000276391;0.001061976
Cooling chamber (Wall_A);Evisceration;DS7712;S1;0.000525;0.000075;0.06694679;0.166666667;-0.77815125;5.63E-09;0.004481873
Evisceration (Aprons);Evisceration;DS7712;S1;0.00775;2.50E-05;0.001398695;0.003215434;-2.492760389;6.25E-10;1.96E-06
Evisceration (Gloves);Evisceration;DS7712;S1;0.012575;0.0037;0.151339632;0.416901408;-0.379966638;0.00001369;0.022903684
Evisceration (Knifes);Evisceration;DS7712;S1;0.00465;0.000575;0.05732534;0.141104294;-0.850459768;3.31E-07;0.003286195
Lock (Hands_A);Evisceration;DS7712;S1;0.00255;0.0006;0.116505569;0.307692308;-0.511883361;0.00000036;0.013573548
Lock (Shoes_A);Evisceration;DS7712;S1;0.00435;0.00015;0.015239967;0.035714286;-1.447158031;2.25E-08;0.000232257
Polishing tunnel (Nozzles);Evisceration;DS7712;S1;0.016275;0.004175;0.099172315;0.204156479;-0.690036833;1.74E-05;0.009835148
Polishing tunnel (Water);Evisceration;DS7712;S1;0.111775;0.002725;0.010719009;0.024988537;-1.602259163;7.43E-06;0.000114897
Polishing tunnel (Whips);Evisceration;DS7712;S1;0.1449;0.019175;0.053974027;0.116867286;-0.93230704;0.000367681;0.002913196
Splitting saw;Evisceration;DS7712;S1;0.00845;0.0002;0.01040276;0.024242424;-1.615423953;4.00E-08;0.000108217
Sticking;Evisceration;DS7712;S1;0.0037;0.000375;0.041925889;0.09202454;-1.036096345;1.41E-07;0.00175778
Truck (Gloves);Evisceration;DS7712;S1;0.178775;0.010525;0.026351714;0.062555721;-1.203732968;0.000110776;0.000694413
Truck (Wall);Evisceration;DS7712;S1;0.002675;0.000675;0.126293791;0.3375;-0.471726223;4.56E-07;0.015950122
Unknown;Evisceration;DS7712;S1;0.254875;0.020625;0.036647639;0.088046958;-1.055285642;0.000425391;0.001343049
Anal Swab;Classification;DS7712;S1;0.00075;0.00015;0.079181246;0.166666667;-0.77815125;2.25E-08;0.00626967
Classification (Gloves);Classification;DS7712;S1;0.024;0.015475;0.216110897;0.392020266;-0.406691481;0.000239476;0.04670392
Classification (Railing);Classification;DS7712;S1;0.156425;0.0747;0.169540761;0.323201731;-0.490526322;0.00558009;0.028744069
Cooling chamber (Wall_A);Classification;DS7712;S1;0.00055;0.0001;0.087150176;0.222222222;-0.653212514;0.00000001;0.007595153
Evisceration (Aprons);Classification;DS7712;S1;0.0057;0.000425;0.033652392;0.08056872;-1.093833534;1.81E-07;0.001132483
Evisceration (Gloves);Classification;DS7712;S1;0.017;0.002025;0.048875744;0.106438896;-0.972899638;4.10E-06;0.002388838
Evisceration (Knifes);Classification;DS7712;S1;0.00365;0.00055;0.070931171;0.177419355;-0.750999004;3.03E-07;0.005031231
Lock (Hands_A);Classification;DS7712;S1;0.002625;0.000825;0.163856803;0.458333333;-0.338818557;6.81E-07;0.026849052
Lock (Shoes_A);Classification;DS7712;S1;0.004775;0.000775;0.065319607;0.13963964;-0.854991281;6.01E-07;0.004266651
Polishing tunnel (Nozzles);Classification;DS7712;S1;0.017325;0.014;0.257217836;0.446927374;-0.349763044;0.000196;0.066161015
Polishing tunnel (Water);Classification;DS7712;S1;0.10915;0.017325;0.063980948;0.136983594;-0.863331445;0.000300156;0.004093562
Polishing tunnel (Whips);Classification;DS7712;S1;0.129825;0.003525;0.011954981;0.027909739;-1.554244229;1.24E-05;0.000142922
Splitting saw;Classification;DS7712;S1;0.009325;0.00225;0.119922396;0.318021201;-0.497543926;5.06E-06;0.014381381
Sticking;Classification;DS7712;S1;0.004975;0.00075;0.060982406;0.131004367;-0.882714228;5.63E-07;0.003718854
Truck (Gloves);Classification;DS7712;S1;0.2752;0.089225;0.170193862;0.479768786;-0.318968011;0.007961101;0.028965951
Truck (Wall);Classification;DS7712;S1;0.003925;0.000425;0.044649596;0.097701149;-1.010100327;1.81E-07;0.001993586
Unknown;Classification;DS7712;S1;0.2348;0.028725;0.056672784;0.139390998;-0.855765271;0.000825126;0.003211804
Anal Swab;Truck;DS7712;S1;0.00075;0.0002;0.102662342;0.210526316;-0.67669361;0.00000004;0.010539556
Classification (Gloves);Truck;DS7712;S1;0.0354;0.003875;0.050348167;0.122918319;-0.910383388;1.50E-05;0.002534938
Classification (Railing);Truck;DS7712;S1;0.1613;0.037275;0.090290204;0.187712451;-0.726506919;0.001389426;0.008152321
Cooling chamber (Wall_A);Truck;DS7712;S1;0.00235;0.00105;0.25712451;0.807692308;-0.092754053;1.10E-06;0.066113014
Evisceration (Aprons);Truck;DS7712;S1;0.0129;0.004575;0.131827474;0.261802575;-0.582026086;2.09E-05;0.017378483
Evisceration (Gloves);Truck;DS7712;S1;0.006625;0.000575;0.036146614;0.079861111;-1.097664652;3.31E-07;0.001306578
Evisceration (Knifes);Truck;DS7712;S1;0.0053;0.0011;0.101026579;0.261904762;-0.581856605;0.00000121;0.01020637
