Position;step;solution;Set;raw;diff;logdiff;abwpro;logabwpro;diffsq;logdiffsq
Lock (Hands_A);Truck;DS7712;S1;0.00585;0.000225;0.017033339;0.04;-1.397940009;5.06E-08;0.000290135
Lock (Shoes_A);Truck;DS7712;S1;0.0063;0.0007;0.051152522;0.125;-0.903089987;0.00000049;0.002616581
Polishing tunnel (Nozzles);Truck;DS7712;S1;0.01295;0.001975;0.061644571;0.132328308;-0.87834724;3.90E-06;0.003800053
Polishing tunnel (Water);Truck;DS7712;S1;0.0961;0.01855;0.076650671;0.161796773;-0.791030145;0.000344103;0.005875325
Polishing tunnel (Whips);Truck;DS7712;S1;0.072625;0.00785;0.049678724;0.12118873;-0.916537765;6.16E-05;0.002467976
Splitting saw;Truck;DS7712;S1;0.0087;0.001325;0.061565129;0.132169576;-0.878868503;1.76E-06;0.003790265
Sticking;Truck;DS7712;S1;0.005125;0.001875;0.13540417;0.267857143;-0.572096768;3.52E-06;0.018334289
Truck (Gloves);Truck;DS7712;S1;0.195475;0.049075;0.125550145;0.335211749;-0.474680768;0.002408356;0.015762839
Truck (Wall);Truck;DS7712;S1;0.005225;0.000425;0.036845057;0.088541667;-1.052852307;1.81E-07;0.001357558
Unknown;Truck;DS7712;S1;0.367025;0.00205;0.00243253;0.005616823;-2.250509256;4.20E-06;5.92E-06
Anal Swab;Singeing;DS7712;S2;0.001925;0.000225;0.048007726;0.104651163;-0.980255942;5.06E-08;0.002304742
Classification (Gloves);Singeing;DS7712;S2;0.02285;0.004325;0.075283348;0.159153634;-0.798183441;1.87E-05;0.005667583
Classification (Railing);Singeing;DS7712;S2;0.096825;0.013275;0.064041051;0.158886894;-0.798911924;0.000176226;0.004101256
Cooling chamber (Wall_A);Singeing;DS7712;S2;0.001025;0.000875;0.834632606;5.833333333;0.765916794;7.66E-07;0.696611588
Evisceration (Aprons);Singeing;DS7712;S2;0.0088;0.00205;0.090947066;0.188940092;-0.723675877;4.20E-06;0.008271369
Evisceration (Gloves);Singeing;DS7712;S2;0.01135;0.001475;0.060458757;0.149367089;-0.825745084;2.18E-06;0.003655261
Evisceration (Knifes);Singeing;DS7712;S2;0.006175;0.001125;0.087345584;0.222772277;-0.652138856;1.27E-06;0.007629251
Lock (Hands_A);Singeing;DS7712;S2;0.003425;0.00025;0.032916846;0.078740157;-1.103803721;6.25E-08;0.001083519
Lock (Shoes_A);Singeing;DS7712;S2;0.005625;0.001775;0.119109193;0.239864865;-0.620033362;3.15E-06;0.014187
Polishing tunnel (Nozzles);Singeing;DS7712;S2;0.0089;0.001725;0.093568101;0.240418118;-0.619032806;2.98E-06;0.00875499
Polishing tunnel (Water);Singeing;DS7712;S2;0.37765;0.02015;0.02257529;0.050653595;-1.295389728;0.000406023;0.000509644
Polishing tunnel (Whips);Singeing;DS7712;S2;0.026425;0.00635;0.119359442;0.316313823;-0.499881829;4.03E-05;0.014246676
Splitting saw;Singeing;DS7712;S2;0.006725;0.00025;0.015851923;0.035842294;-1.445604203;6.25E-08;0.000251283
Sticking;Singeing;DS7712;S2;0.0075;0.000775;0.042706739;0.093655589;-1.0284663;6.01E-07;0.001823866
Truck (Gloves);Singeing;DS7712;S2;0.05285;0.003375;0.026884472;0.060026679;-1.221655687;1.14E-05;0.000722775
Truck (Wall);Singeing;DS7712;S2;0.0045;0.0004;0.040428657;0.097560976;-1.010723865;1.60E-07;0.001634476
Unknown;Singeing;DS7712;S2;0.35745;0.00745;0.009147257;0.021285714;-1.671911772;5.55E-05;8.37E-05
Anal Swab;Polishing;DS7712;S2;0.0026;2.50E-05;0.004196115;0.009708738;-2.012837225;6.25E-10;1.76E-05
Classification (Gloves);Polishing;DS7712;S2;0.028075;0.002975;0.048646043;0.118525896;-0.926186751;8.85E-06;0.002366438
Classification (Railing);Polishing;DS7712;S2;0.206875;0.015525;0.031426772;0.069806655;-1.156103174;0.000241026;0.000987642
Cooling chamber (Wall_A);Polishing;DS7712;S2;0.000125;0.00005;0.146128036;0.285714286;-0.544068044;2.50E-09;0.021353403
Evisceration (Aprons);Polishing;DS7712;S2;0.004425;0.001375;0.117514719;0.237068966;-0.625125295;1.89E-06;0.013809709
Evisceration (Gloves);Polishing;DS7712;S2;0.00705;0.001825;0.099979245;0.205633803;-0.686905493;3.33E-06;0.009995849
Evisceration (Knifes);Polishing;DS7712;S2;0.00235;0.00045;0.076090169;0.160714286;-0.793945518;2.03E-07;0.005789714
Lock (Hands_A);Polishing;DS7712;S2;0.001875;0.0008;0.241592808;0.744186047;-0.128318477;0.00000064;0.058367085
Lock (Shoes_A);Polishing;DS7712;S2;0.003775;0.0003;0.033210657;0.073619632;-1.133006358;9.00E-08;0.001102948
Polishing tunnel (Nozzles);Polishing;DS7712;S2;0.0219;0.0074;0.126423506;0.252559727;-0.597635901;0.00005476;0.015982903
Polishing tunnel (Water);Polishing;DS7712;S2;0.196125;0.00405;0.008876881;0.020232297;-1.693954814;1.64E-05;7.88E-05
Polishing tunnel (Whips);Polishing;DS7712;S2;0.16555;0.00465;0.012373141;0.028899938;-1.539103091;2.16E-05;0.000153095
Splitting saw;Polishing;DS7712;S2;0.00795;0.0002;0.011065426;0.025806452;-1.588271707;4.00E-08;0.000122444
Sticking;Polishing;DS7712;S2;0.006375;5.00E-05;0.003419659;0.007905138;-2.102090526;2.50E-09;1.17E-05
Truck (Gloves);Polishing;DS7712;S2;0.1351;0.0203;0.070713461;0.176829268;-0.75244585;0.00041209;0.005000394
Truck (Wall);Polishing;DS7712;S2;0.002425;0.001675;0.50965048;2.233333333;0.348953548;2.81E-06;0.259743611
Unknown;Polishing;DS7712;S2;0.207425;0.0003;0.000628577;0.001448401;-2.839111267;9.00E-08;3.95E-07
Anal Swab;Evisceration;DS7712;S2;0.001025;0.0007;0.226065234;0.405797101;-0.391691059;0.00000049;0.05110549
Classification (Gloves);Evisceration;DS7712;S2;0.041725;0.01115;0.13502988;0.364677024;-0.438091598;0.000124323;0.018233068
Classification (Railing);Evisceration;DS7712;S2;0.21245;0.017525;0.034423892;0.076203935;-1.118022601;0.000307126;0.001185004
Cooling chamber (Wall_A);Evisceration;DS7712;S2;0.000225;0.000225;0.301029996;0.5;-0.301029996;5.06E-08;0.090619058
Evisceration (Aprons);Evisceration;DS7712;S2;0.0085;0.000725;0.038718528;0.093247588;-1.030362391;5.26E-07;0.001499124
Evisceration (Gloves);Evisceration;DS7712;S2;0.0082;0.000675;0.034354509;0.076056338;-1.118864589;4.56E-07;0.001180232
Evisceration (Knifes);Evisceration;DS7712;S2;0.003975;1.00E-04;0.01079048;0.024539877;-1.610127613;1.00E-08;0.000116434
Lock (Hands_A);Evisceration;DS7712;S2;0.002575;0.000625;0.120742622;0.320512821;-0.494154594;3.91E-07;0.014578781
Lock (Shoes_A);Evisceration;DS7712;S2;0.004275;7.50E-05;0.007686829;0.017857143;-1.748188027;5.63E-09;5.91E-05
Polishing tunnel (Nozzles);Evisceration;DS7712;S2;0.0253;0.00485;0.092427209;0.237163814;-0.624951574;2.35E-05;0.008542789
Polishing tunnel (Water);Evisceration;DS7712;S2;0.1083;0.00075;0.002997213;0.006877579;-2.162564407;5.63E-07;8.98E-06
Polishing tunnel (Whips);Evisceration;DS7712;S2;0.156875;0.0072;0.019488674;0.043882371;-1.357709916;5.18E-05;0.000379808
Splitting saw;Evisceration;DS7712;S2;0.008825;0.000575;0.029260766;0.06969697;-1.156786104;3.31E-07;0.000856192
Sticking;Evisceration;DS7712;S2;0.004325;0.00025;0.025858499;0.061349693;-1.212187604;6.25E-08;0.000668662
Truck (Gloves);Evisceration;DS7712;S2;0.17045;0.0022;0.005641933;0.01307578;-1.883532392;4.84E-06;3.18E-05
Truck (Wall);Evisceration;DS7712;S2;0.001925;0.000075;0.016599262;0.0375;-1.425968732;5.63E-09;0.000275535
Unknown;Evisceration;DS7712;S2;0.24105;0.0068;0.012427536;0.029028815;-1.537170687;4.62E-05;0.000154444
Anal Swab;Classification;DS7712;S2;0.000425;0.000475;0.325853579;0.527777778;-0.2775489;2.26E-07;0.106180555
Classification (Gloves);Classification;DS7712;S2;0.052325;0.01285;0.122387098;0.325522483;-0.487419011;0.000165123;0.014978602
Classification (Railing);Classification;DS7712;S2;0.21395;0.017175;0.033534633;0.074310438;-1.128950178;0.000294981;0.001124572
Cooling chamber (Wall_A);Classification;DS7712;S2;0.00075;0.0003;0.22184875;0.666666667;-0.176091259;0.00000009;0.049216868
Evisceration (Aprons);Classification;DS7712;S2;0.00445;0.000825;0.073862453;0.156398104;-0.805768515;6.81E-07;0.005455662
Evisceration (Gloves);Classification;DS7712;S2;0.01155;0.007475;0.216742681;0.392904074;-0.405713468;5.59E-05;0.04697739
Evisceration (Knifes);Classification;DS7712;S2;0.003;1.00E-04;0.014240439;0.032258065;-1.491361694;1.00E-08;0.00020279
Lock (Hands_A);Classification;DS7712;S2;0.002675;0.000875;0.172051281;0.486111111;-0.313264452;7.66E-07;0.029601643
Lock (Shoes_A);Classification;DS7712;S2;0.0048;0.00075;0.063051746;0.135135135;-0.86923172;5.63E-07;0.003975523
Polishing tunnel (Nozzles);Classification;DS7712;S2;0.028925;0.0024;0.034617712;0.076616121;-1.115679838;0.00000576;0.001198386
Polishing tunnel (Water);Classification;DS7712;S2;0.120925;0.00555;0.019488592;0.04388219;-1.357711705;3.08E-05;0.000379805
Polishing tunnel (Whips);Classification;DS7712;S2;0.11965;0.00665;0.023490648;0.052652415;-1.278581705;4.42E-05;0.000551811
Splitting saw;Classification;DS7712;S2;0.010375;0.0033;0.166261661;0.466431095;-0.331212504;0.00001089;0.02764294
Sticking;Classification;DS7712;S2;0.005475;0.00025;0.019391367;0.043668122;-1.359835482;6.25E-08;0.000376025
Truck (Gloves);Classification;DS7712;S2;0.19745;0.011475;0.026002571;0.061701842;-1.209701873;0.000131676;0.000676134
Truck (Wall);Classification;DS7712;S2;0.00305;0.0013;0.154189418;0.298850575;-0.524545905;0.00000169;0.023774377
Unknown;Classification;DS7712;S2;0.220225;0.01415;0.02884131;0.068664321;-1.163268869;0.000200223;0.000831821
Anal Swab;Truck;DS7712;S2;0.0007;0.00025;0.132625565;0.263157895;-0.579783597;6.25E-08;0.017589541
Classification (Gloves);Truck;DS7712;S2;0.038675;0.00715;0.088775227;0.226804124;-0.644349053;5.11E-05;0.007881041
Classification (Railing);Truck;DS7712;S2;0.208075;0.0095;0.020295332;0.047840866;-1.320200966;9.03E-05;0.000411901
Cooling chamber (Wall_A);Truck;DS7712;S2;0.00185;0.00055;0.153228376;0.423076923;-0.373580663;3.03E-07;0.023478935
Evisceration (Aprons);Truck;DS7712;S2;0.013275;0.0042;0.119382655;0.240343348;-0.619167894;0.00001764;0.014252218
Evisceration (Gloves);Truck;DS7712;S2;0.005225;0.001975;0.139246202;0.274305556;-0.561765396;3.90E-06;0.019389505
Evisceration (Knifes);Truck;DS7712;S2;0.00635;0.00215;0.179524435;0.511904762;-0.29081083;4.62E-06;0.032229023
Lock (Hands_A);Truck;DS7712;S2;0.0046;0.001025;0.087364695;0.182222222;-0.739398661;1.05E-06;0.00763259
Lock (Shoes_A);Truck;DS7712;S2;0.00465;0.00095;0.080735074;0.169642857;-0.770464422;9.03E-07;0.006518152
Polishing tunnel (Nozzles);Truck;DS7712;S2;0.014425;0.0005;0.014798518;0.033500838;-1.474944335;0.00000025;0.000218996
Polishing tunnel (Water);Truck;DS7712;S2;0.0877;0.02695;0.116374466;0.235063236;-0.62881529;0.000726303;0.013543016
Polishing tunnel (Whips);Truck;DS7712;S2;0.0785;0.013725;0.083462235;0.211887302;-0.673895069;0.000188376;0.006965945
Splitting saw;Truck;DS7712;S2;0.008675;0.00135;0.062814898;0.134663342;-0.870750613;1.82E-06;0.003945711
Sticking;Truck;DS7712;S2;0.00695;5.00E-05;0.003113235;0.007142857;-2.146128036;2.50E-09;9.69E-06
Truck (Gloves);Truck;DS7712;S2;0.13695;0.00945;0.02897904;0.06454918;-1.190109268;8.93E-05;0.000839785
Truck (Wall);Truck;DS7712;S2;0.005325;0.000525;0.045078375;0.109375;-0.961081934;2.76E-07;0.00203206
Unknown;Truck;DS7712;S2;0.378075;0.0131;0.015314844;0.035892869;-1.444991822;0.00017161;0.000234544
Anal Swab;Singeing;DS7712;S3;0.002075;0.000075;0.015420359;0.034883721;-1.457377197;5.63E-09;0.000237787
Classification (Gloves);Singeing;DS7712;S3;0.01655;0.010625;0.215371555;0.390984361;-0.407840614;0.000112891;0.046384907
Classification (Railing);Singeing;DS7712;S3;0.0851;0.00155;0.007983106;0.018551765;-1.731614756;2.40E-06;6.37E-05
Cooling chamber (Wall_A);Singeing;DS7712;S3;0.00085;0.0007;0.753327667;4.666666667;0.669006781;0.00000049;0.567502573
Evisceration (Aprons);Singeing;DS7712;S3;0.009525;0.001325;0.056564754;0.122119816;-0.91321386;1.76E-06;0.003199571
Evisceration (Gloves);Singeing;DS7712;S3;0.0082;0.001675;0.080723252;0.169620253;-0.770522293;2.81E-06;0.006516243
Evisceration (Knifes);Singeing;DS7712;S3;0.0045;0.00055;0.050078864;0.108910891;-0.962928689;3.03E-07;0.002507893
Lock (Hands_A);Singeing;DS7712;S3;0.00385;0.000675;0.083717;0.212598425;-0.672439957;4.56E-07;0.007008536
Lock (Shoes_A);Singeing;DS7712;S3;0.007525;0.000125;0.007274785;0.016891892;-1.772321707;1.56E-08;5.29E-05
Polishing tunnel (Nozzles);Singeing;DS7712;S3;0.0072;2.50E-05;0.001510591;0.003484321;-2.457881897;6.25E-10;2.28E-06
Polishing tunnel (Water);Singeing;DS7712;S3;0.3963;0.0015;0.001640706;0.003770739;-2.42357352;0.00000225;2.69E-06
Polishing tunnel (Whips);Singeing;DS7712;S3;0.018825;0.00125;0.027920569;0.062266501;-1.205745541;1.56E-06;0.000779558
Splitting saw;Singeing;DS7712;S3;0.006975;0;0;0;NA;0;0
Sticking;Singeing;DS7712;S3;0.008375;0.0001;0.005216813;0.012084592;-1.917768002;1.00E-08;2.72E-05
Truck (Gloves);Singeing;DS7712;S3;0.059125;0.0029;0.02184169;0.051578479;-1.287531466;0.00000841;0.000477059
Truck (Wall);Singeing;DS7712;S3;0.0043;0.0002;0.020684599;0.048780488;-1.311753861;4.00E-08;0.000427853
Unknown;Singeing;DS7712;S3;0.360725;0.010725;0.013108198;0.030642857;-1.513670743;0.000115026;0.000171825
Anal Swab;Polishing;DS7712;S3;0.002325;0.00025;0.044354276;0.097087379;-1.012837225;6.25E-08;0.001967302
Classification (Gloves);Polishing;DS7712;S3;0.0286;0.0035;0.056692312;0.139442231;-0.855605677;0.00001225;0.003214018
Classification (Railing);Polishing;DS7712;S3;0.19705;0.02535;0.052558344;0.113983813;-0.943156819;0.000642622;0.002762379
Cooling chamber (Wall_A);Polishing;DS7712;S3;0.000575;0.0004;0.516629796;2.285714286;0.359021943;0.00000016;0.266906346
Evisceration (Aprons);Polishing;DS7712;S3;0.00545;0.00035;0.027031491;0.060344828;-1.219359949;1.23E-07;0.000730702
Evisceration (Gloves);Polishing;DS7712;S3;0.0095;0.000625;0.029555244;0.070422535;-1.152288344;3.91E-07;0.000873512
Evisceration (Knifes);Polishing;DS7712;S3;0.002425;0.000375;0.062446288;0.133928571;-0.873126764;1.41E-07;0.003899539
Lock (Hands_A);Polishing;DS7712;S3;0.0015;0.000425;0.144682795;0.395348837;-0.403019534;1.81E-07;0.020933111
Lock (Shoes_A);Polishing;DS7712;S3;0.00515;0.001075;0.101679616;0.263803681;-0.578719149;1.16E-06;0.010338744
Polishing tunnel (Nozzles);Polishing;DS7712;S3;0.022225;0.007075;0.120025851;0.241467577;-0.617141176;5.01E-05;0.014406205
Polishing tunnel (Water);Polishing;DS7712;S3;0.1953;0.004875;0.010707594;0.024353691;-1.613435217;2.38E-05;0.000114653
Polishing tunnel (Whips);Polishing;DS7712;S3;0.13555;0.02535;0.074456522;0.157551274;-0.80257808;0.000642622;0.005543774
Splitting saw;Polishing;DS7712;S3;0.009475;0.001725;0.087277516;0.222580645;-0.652512603;2.98E-06;0.007617365
Sticking;Polishing;DS7712;S3;0.004525;0.0018;0.145441946;0.28458498;-0.545788025;0.00000324;0.02115336
Truck (Gloves);Polishing;DS7712;S3;0.14585;0.03105;0.103964545;0.270470383;-0.567880284;0.000964103;0.010808627
Truck (Wall);Polishing;DS7712;S3;0.000725;2.50E-05;0.014723257;0.033333333;-1.477121255;6.25E-10;0.000216774
Unknown;Polishing;DS7712;S3;0.233775;0.02665;0.052565544;0.128666264;-0.890535308;0.000710223;0.002763136
Anal Swab;Evisceration;DS7712;S3;0.00115;0.000575;0.176091259;0.333333333;-0.477121255;3.31E-07;0.031008132
Classification (Gloves);Evisceration;DS7712;S3;0.03455;0.003975;0.053081586;0.130008177;-0.886029333;1.58E-05;0.002817655
Classification (Railing);Evisceration;DS7712;S3;0.23125;0.001275;0.002401114;0.005544081;-2.256170443;1.63E-06;5.77E-06
Cooling chamber (Wall_A);Evisceration;DS7712;S3;0.00035;0.0001;0.109144469;0.222222222;-0.653212514;0.00000001;0.011912515
Evisceration (Aprons);Evisceration;DS7712;S3;0.007025;0.00075;0.044054069;0.096463023;-1.015639134;5.63E-07;0.001940761
Evisceration (Gloves);Evisceration;DS7712;S3;0.007225;0.00165;0.08933051;0.185915493;-0.730684418;2.72E-06;0.00797994
Evisceration (Knifes);Evisceration;DS7712;S3;0.004925;0.00085;0.082278622;0.208588957;-0.680708687;7.23E-07;0.006769772
Lock (Hands_A);Evisceration;DS7712;S3;0.002575;0.000625;0.120742622;0.320512821;-0.494154594;3.91E-07;0.014578781
Lock (Shoes_A);Evisceration;DS7712;S3;0.005;0.0008;0.075720714;0.19047619;-0.720159303;6.40E-07;0.005733627
Polishing tunnel (Nozzles);Evisceration;DS7712;S3;0.0194;0.00105;0.022891582;0.051344743;-1.289504013;1.10E-06;0.000524025
Polishing tunnel (Water);Evisceration;DS7712;S3;0.106;0.00305;0.012319805;0.027968822;-1.553325831;9.30E-06;0.000151778
Polishing tunnel (Whips);Evisceration;DS7712;S3;0.142525;0.02155;0.061151363;0.131342374;-0.881595138;0.000464402;0.003739489
Splitting saw;Evisceration;DS7712;S3;0.011125;0.002875;0.129846071;0.348484848;-0.4578161;8.27E-06;0.016860002
Sticking;Evisceration;DS7712;S3;0.003225;0.00085;0.101597894;0.208588957;-0.680708687;7.23E-07;0.010322132
Truck (Gloves);Evisceration;DS7712;S3;0.16865;0.0004;0.001031273;0.002377415;-2.623895082;1.60E-07;1.06E-06
Truck (Wall);Evisceration;DS7712;S3;0.0014;0.0006;0.15490196;0.3;-0.522878745;0.00000036;0.023994617
Unknown;Evisceration;DS7712;S3;0.253625;0.019375;0.03451246;0.082710779;-1.082437888;0.000375391;0.00119111
Anal Swab;Classification;DS7712;S3;0.0004;0.0005;0.352182518;0.555555556;-0.255272505;0.00000025;0.124032526
Classification (Gloves);Classification;DS7712;S3;0.0372;0.002275;0.025779199;0.057631412;-1.239340738;5.18E-06;0.000664567
Classification (Railing);Classification;DS7712;S3;0.18405;0.047075;0.098911102;0.203677664;-0.691056595;0.002216056;0.009783406
Cooling chamber (Wall_A);Classification;DS7712;S3;0.000925;0.000475;0.312929219;1.055555556;0.023481096;2.26E-07;0.097924696
Evisceration (Aprons);Classification;DS7712;S3;0.006175;0.0009;0.068414498;0.170616114;-0.767979955;0.00000081;0.004680544
Evisceration (Gloves);Classification;DS7712;S3;0.0145;0.004525;0.117956663;0.237844941;-0.623706082;2.05E-05;0.013913774
Evisceration (Knifes);Classification;DS7712;S3;0.003375;0.000275;0.036912083;0.088709677;-1.052029;7.56E-08;0.001362502
Lock (Hands_A);Classification;DS7712;S3;0.004675;0.002875;0.41450911;1.597222222;0.203365344;8.27E-06;0.171817802
Lock (Shoes_A);Classification;DS7712;S3;0.004625;0.000925;0.079181246;0.166666667;-0.77815125;8.56E-07;0.00626967
Polishing tunnel (Nozzles);Classification;DS7712;S3;0.024925;0.0064;0.099255913;0.204309657;-0.689711106;0.00004096;0.009851736
Polishing tunnel (Water);Classification;DS7712;S3;0.10855;0.017925;0.06637486;0.141727614;-0.848545524;0.000321306;0.004405622
Polishing tunnel (Whips);Classification;DS7712;S3;0.1264;0.0001;0.000343723;0.000791766;-3.101403351;1.00E-08;1.18E-07
Splitting saw;Classification;DS7712;S3;0.011225;0.00415;0.200459905;0.586572438;-0.231678347;1.72E-05;0.040184174
Sticking;Classification;DS7712;S3;0.003;0.002725;0.280654236;0.475982533;-0.322408984;7.43E-06;0.0787668
Truck (Gloves);Classification;DS7712;S3;0.244325;0.05835;0.11851334;0.313751848;-0.503413707;0.003404723;0.014045412
Truck (Wall);Classification;DS7712;S3;0.002875;0.001475;0.179851408;0.33908046;-0.469697237;2.18E-06;0.032346529
Unknown;Classification;DS7712;S3;0.222775;0.0167;0.033841144;0.081038457;-1.091308837;0.00027889;0.001145223
Anal Swab;Truck;DS7712;S3;0.00055;0.0004;0.237360916;0.421052632;-0.375663614;0.00000016;0.056340204
Classification (Gloves);Truck;DS7712;S3;0.0339;0.002375;0.031544603;0.075337034;-1.122991481;5.64E-06;0.000995062
Classification (Railing);Truck;DS7712;S3;0.18275;0.015825;0.036067186;0.079692811;-1.098580853;0.000250431;0.001300842
Cooling chamber (Wall_A);Truck;DS7712;S3;0.00345;0.00215;0.423875743;1.653846154;0.218495108;4.62E-06;0.179670645
Evisceration (Aprons);Truck;DS7712;S3;0.01845;0.000975;0.023579186;0.055793991;-1.253412569;9.51E-07;0.000555978
Evisceration (Gloves);Truck;DS7712;S3;0.008475;0.001275;0.07080721;0.177083333;-0.751822312;1.63E-06;0.005013661
Evisceration (Knifes);Truck;DS7712;S3;0.006075;0.001875;0.160296992;0.446428571;-0.350248018;3.52E-06;0.025695126
Lock (Hands_A);Truck;DS7712;S3;0.00815;0.002525;0.161035082;0.448888889;-0.347861144;6.38E-06;0.025932298
Lock (Shoes_A);Truck;DS7712;S3;0.007375;0.001775;0.119573998;0.316964286;-0.49898967;3.15E-06;0.014297941
Polishing tunnel (Nozzles);Truck;DS7712;S3;0.01855;0.003625;0.094429574;0.242881072;-0.614606329;1.31E-05;0.008916944
Polishing tunnel (Water);Truck;DS7712;S3;0.107;0.00765;0.029990281;0.066724815;-1.175712624;5.85E-05;0.000899417
Polishing tunnel (Whips);Truck;DS7712;S3;0.07255;0.007775;0.049229995;0.120030876;-0.920707024;6.05E-05;0.002423592
Splitting saw;Truck;DS7712;S3;0.0126;0.002575;0.099286164;0.256857855;-0.590307148;6.63E-06;0.009857742
Sticking;Truck;DS7712;S3;0.006425;0.000575;0.037224908;0.082142857;-1.085430195;3.31E-07;0.001385694
